client_id,target
1515915625468078876,0
1515915625468078944,0
1515915625468078973,0
1515915625468079087,0
1515915625468079141,0
1515915625468079324,0
1515915625468079422,0
1515915625468079425,0
1515915625468079512,0
1515915625468079633,0
1515915625468079639,0
1515915625468079722,0
1515915625468079768,0
1515915625468079793,0
1515915625468079811,0
1515915625468079845,0
1515915625468079912,0
1515915625468079937,0
1515915625468079941,0
1515915625468079990,0
1515915625468080088,1
1515915625468080179,0
1515915625468080247,0
1515915625468080257,0
1515915625468080289,0
1515915625468080298,0
1515915625468080457,0
1515915625468080545,0
1515915625468080610,0
1515915625468080669,0
1515915625468080751,0
1515915625468080769,0
1515915625468080782,0
1515915625468080791,0
1515915625468080843,0
1515915625468080867,0
1515915625468080983,0
1515915625468081030,0
1515915625468081150,0
1515915625468081243,0
1515915625468081267,0
1515915625468081283,0
1515915625468081321,0
1515915625468081378,0
1515915625468081528,0
1515915625468081723,0
1515915625468081749,0
1515915625468081882,0
1515915625468081905,0
1515915625468081946,1
1515915625468081983,0
1515915625468082041,0
1515915625468082356,0
1515915625468082531,0
1515915625468082663,0
1515915625468082749,0
1515915625468082817,0
1515915625468083203,0
1515915625468083376,0
1515915625468083691,0
1515915625468083850,0
1515915625468084224,0
1515915625468084454,0
1515915625468084487,0
1515915625468084687,0
1515915625468084948,0
1515915625468085029,0
1515915625468085036,0
1515915625468085075,0
1515915625468085133,0
1515915625468085136,0
1515915625468085195,0
1515915625468085218,0
1515915625468085231,0
1515915625468085477,0
1515915625468085547,0
1515915625468085553,0
1515915625468085629,0
1515915625468085731,0
1515915625468085826,0
1515915625468085832,0
1515915625468085867,0
1515915625468086126,0
1515915625468086280,0
1515915625468086439,0
1515915625468086493,0
1515915625468086531,0
1515915625468086601,0
1515915625468086671,0
1515915625468087041,0
1515915625468087085,0
1515915625468087087,0
1515915625468087090,0
1515915625468087101,0
1515915625468087155,0
1515915625468087168,0
1515915625468087264,0
1515915625468087322,0
1515915625468087388,0
1515915625468087799,1
1515915625468087866,0
1515915625468087979,0
1515915625468087998,0
1515915625468088140,0
1515915625468088151,0
1515915625468088161,0
1515915625468088199,0
1515915625468088213,0
1515915625468088354,0
1515915625468088392,0
1515915625468088592,0
1515915625468088688,0
1515915625468088728,0
1515915625468088735,0
1515915625468088801,0
1515915625468088919,0
1515915625468088989,0
1515915625468089136,0
1515915625468089215,0
1515915625468089219,0
1515915625468089275,0
1515915625468089384,0
1515915625468089723,0
1515915625468089730,0
1515915625468089739,0
1515915625468089911,0
1515915625468089997,0
1515915625468090147,0
1515915625468090562,0
1515915625468090623,0
1515915625468090634,1
1515915625468090684,0
1515915625468090794,0
1515915625468091129,0
1515915625468091141,0
1515915625468091156,0
1515915625468091191,0
1515915625468091262,0
1515915625468091465,0
1515915625468091550,0
1515915625468091585,0
1515915625468091591,0
1515915625468091618,0
1515915625468091813,0
1515915625468091913,0
1515915625468091979,0
1515915625468092058,0
1515915625468092226,0
1515915625468092317,0
1515915625468092360,0
1515915625468092370,0
1515915625468092432,0
1515915625468092578,0
1515915625468092820,0
1515915625468092876,0
1515915625468093000,0
1515915625468093085,0
1515915625468093158,0
1515915625468093164,0
1515915625468093171,0
1515915625468093214,0
1515915625468093241,0
1515915625468093321,0
1515915625468093351,0
1515915625468093369,0
1515915625468093390,0
1515915625468093418,0
1515915625468093571,0
1515915625468093702,0
1515915625468093848,0
1515915625468093860,0
1515915625468093882,0
1515915625468093885,1
1515915625468093889,0
1515915625468093914,0
1515915625468093947,0
1515915625468093997,0
1515915625468094223,0
1515915625468094351,0
1515915625468094391,0
1515915625468094413,0
1515915625468094579,0
1515915625468094597,0
1515915625468094671,0
1515915625468094731,0
1515915625468094761,0
1515915625468094869,0
1515915625468094895,0
1515915625468094952,0
1515915625468095005,1
1515915625468095015,0
1515915625468095026,0
1515915625468095120,0
1515915625468095346,0
1515915625468095486,0
1515915625468095546,0
1515915625468095549,0
1515915625468095643,0
1515915625468095657,0
1515915625468095772,0
1515915625468095826,0
1515915625468095920,0
1515915625468095925,0
1515915625468096101,0
1515915625468096103,0
1515915625468096192,0
1515915625468096217,0
1515915625468096238,0
1515915625468096291,0
1515915625468096349,0
1515915625468096389,0
1515915625468096415,0
1515915625468096455,0
1515915625468096479,0
1515915625468096491,0
1515915625468096546,0
1515915625468096591,0
1515915625468096652,0
1515915625468096755,1
1515915625468096801,0
1515915625468096824,0
1515915625468096875,0
1515915625468096963,0
1515915625468097033,0
1515915625468097305,0
1515915625468097324,0
1515915625468097553,0
1515915625468097643,0
1515915625468097815,0
1515915625468097968,0
1515915625468098021,0
1515915625468098052,0
1515915625468098315,0
1515915625468098498,0
1515915625468098564,0
1515915625468098648,0
1515915625468098680,0
1515915625468098785,0
1515915625468098894,0
1515915625468098920,0
1515915625468099051,0
1515915625468099054,0
1515915625468099111,0
1515915625468099136,0
1515915625468099321,0
1515915625468099397,0
1515915625468099422,0
1515915625468099432,0
1515915625468099452,0
1515915625468099652,0
1515915625468099704,0
1515915625468099735,0
1515915625468099763,0
1515915625468099825,0
1515915625468099943,0
1515915625468099957,1
1515915625468100059,0
1515915625468100147,0
1515915625468100186,0
1515915625468100343,0
1515915625468100450,0
1515915625468100507,0
1515915625468100518,0
1515915625468100543,0
1515915625468100572,0
1515915625468100608,0
1515915625468100609,0
1515915625468100637,0
1515915625468100818,1
1515915625468100847,0
1515915625468100901,0
1515915625468101043,0
1515915625468101200,0
1515915625468101253,0
1515915625468101291,0
1515915625468101300,0
1515915625468101438,0
1515915625468101573,0
1515915625468101575,0
1515915625468101603,0
1515915625468101792,0
1515915625468101879,0
1515915625468101908,0
1515915625468102191,0
1515915625468102277,0
1515915625468102400,0
1515915625468102493,0
1515915625468102535,0
1515915625468102756,1
1515915625468102772,0
1515915625468102784,0
1515915625468102896,0
1515915625468102956,1
1515915625468103174,0
1515915625468103205,0
1515915625468103375,0
1515915625468103380,0
1515915625468103439,0
1515915625468103446,0
1515915625468103455,0
1515915625468103557,0
1515915625468103666,0
1515915625468103706,0
1515915625468103870,0
1515915625468103878,0
1515915625468103897,0
1515915625468103925,0
1515915625468104043,0
1515915625468104044,0
1515915625468104084,0
1515915625468104130,0
1515915625468104352,0
1515915625468104535,0
1515915625468104616,0
1515915625468104663,0
1515915625468104717,0
1515915625468104824,0
1515915625468104870,0
1515915625468105189,0
1515915625468105367,0
1515915625468105466,0
1515915625468105490,0
1515915625468105535,0
1515915625468105580,1
1515915625468105649,0
1515915625468105666,0
1515915625468105928,0
1515915625468105937,0
1515915625468106153,0
1515915625468106217,0
1515915625468106236,0
1515915625468106271,0
1515915625468106337,0
1515915625468106485,0
1515915625468106736,0
1515915625468106851,0
1515915625468106876,0
1515915625468106940,0
1515915625468106976,0
1515915625468107025,0
1515915625468107080,0
1515915625468107090,0
1515915625468107128,0
1515915625468107233,0
1515915625468107420,0
1515915625468107507,0
1515915625468107636,0
1515915625468107898,0
1515915625468108198,0
1515915625468108428,0
1515915625468108548,0
1515915625468108562,0
1515915625468108600,0
1515915625468108645,0
1515915625468108729,0
1515915625468108750,0
1515915625468108826,0
1515915625468108882,1
1515915625468108920,0
1515915625468109036,0
1515915625468109062,0
1515915625468109083,0
1515915625468109253,1
1515915625468109285,0
1515915625468109396,0
1515915625468109426,0
1515915625468109588,0
1515915625468109621,0
1515915625468109644,0
1515915625468109659,0
1515915625468109663,0
1515915625468109710,0
1515915625468109815,0
1515915625468109924,0
1515915625468109937,0
1515915625468109975,0
1515915625468110022,0
1515915625468110113,0
1515915625468110208,0
1515915625468110384,0
1515915625468110387,0
1515915625468110671,0
1515915625468110674,0
1515915625468110685,0
1515915625468110811,0
1515915625468110813,0
1515915625468111043,0
1515915625468111060,0
1515915625468111078,0
1515915625468111191,0
1515915625468111316,0
1515915625468111329,0
1515915625468111361,0
1515915625468111372,0
1515915625468111378,0
1515915625468111392,0
1515915625468111460,0
1515915625468111477,0
1515915625468111605,0
1515915625468111700,0
1515915625468111793,0
1515915625468111824,0
1515915625468111985,0
1515915625468112015,0
1515915625468112046,0
1515915625468112190,0
1515915625468112293,0
1515915625468112307,0
1515915625468112448,0
1515915625468112496,0
1515915625468112542,0
1515915625468112607,0
1515915625468112609,0
1515915625468112615,0
1515915625468112637,0
1515915625468112679,0
1515915625468112712,0
1515915625468112723,0
1515915625468112730,0
1515915625468113056,0
1515915625468113059,0
1515915625468113088,0
1515915625468113238,0
1515915625468113399,0
1515915625468113521,0
1515915625468113552,0
1515915625468113598,0
1515915625468113678,0
1515915625468114013,0
1515915625468114183,0
1515915625468114232,0
1515915625468114302,0
1515915625468114646,0
1515915625468114659,1
1515915625468114701,0
1515915625468114729,0
1515915625468114744,0
1515915625468114837,0
1515915625468114971,0
1515915625468114989,0
1515915625468115006,0
1515915625468115028,0
1515915625468115193,0
1515915625468115223,0
1515915625468115250,0
1515915625468115280,0
1515915625468115574,0
1515915625468115646,0
1515915625468115672,0
1515915625468115699,0
1515915625468115818,0
1515915625468115831,0
1515915625468115844,0
1515915625468115971,0
1515915625468116048,0
1515915625468116060,0
1515915625468116069,0
1515915625468116242,0
1515915625468116291,0
1515915625468116350,0
1515915625468116398,0
1515915625468116511,0
1515915625468116513,0
1515915625468116642,0
1515915625468116663,0
1515915625468116784,0
1515915625468116800,0
1515915625468116884,0
1515915625468116910,0
1515915625468116946,0
1515915625468116994,0
1515915625468117094,0
1515915625468117113,0
1515915625468117158,0
1515915625468117363,0
1515915625468117466,0
1515915625468117575,0
1515915625468117974,0
1515915625468117983,0
1515915625468118027,1
1515915625468118216,0
1515915625468118348,0
1515915625468118445,0
1515915625468118573,0
1515915625468118597,0
1515915625468118636,0
1515915625468118696,0
1515915625468118906,0
1515915625468118955,0
1515915625468119045,0
1515915625468119421,0
1515915625468119571,0
1515915625468119622,0
1515915625468119694,0
1515915625468119779,0
1515915625468119805,0
1515915625468119839,1
1515915625468119950,0
1515915625468120057,0
1515915625468120107,0
1515915625468120270,0
1515915625468120427,0
1515915625468120512,0
1515915625468120517,0
1515915625468120573,0
1515915625468120615,0
1515915625468120670,0
1515915625468120698,0
1515915625468120789,0
1515915625468121215,0
1515915625468121253,0
1515915625468121264,0
1515915625468121398,0
1515915625468121400,0
1515915625468121757,0
1515915625468121760,0
1515915625468121855,0
1515915625468121930,0
1515915625468121964,0
1515915625468122397,0
1515915625468122428,0
1515915625468122458,0
1515915625468122643,0
1515915625468122674,1
1515915625468122715,0
1515915625468122797,0
1515915625468122889,0
1515915625468122913,0
1515915625468122935,0
1515915625468122950,0
1515915625468122955,0
1515915625468122963,0
1515915625468123022,0
1515915625468123112,0
1515915625468123160,0
1515915625468123161,0
1515915625468123325,0
1515915625468123413,0
1515915625468123423,0
1515915625468123600,0
1515915625468123632,0
1515915625468123654,0
1515915625468123678,0
1515915625468123799,0
1515915625468124205,0
1515915625468124228,0
1515915625468124354,0
1515915625468124355,1
1515915625468124401,0
1515915625468124408,0
1515915625468124508,0
1515915625468124635,0
1515915625468124765,0
1515915625468124767,0
1515915625468124856,0
1515915625468124879,0
1515915625468124970,0
1515915625468124984,0
1515915625468125009,0
1515915625468125167,0
1515915625468125168,0
1515915625468125175,0
1515915625468125181,0
1515915625468125195,0
1515915625468125514,0
1515915625468125523,0
1515915625468125547,0
1515915625468125662,0
1515915625468125663,0
1515915625468125682,0
1515915625468125693,0
1515915625468125787,0
1515915625468125845,0
1515915625468125961,0
1515915625468125962,0
1515915625468125983,0
1515915625468126038,1
1515915625468126078,0
1515915625468126208,0
1515915625468126297,0
1515915625468126346,0
1515915625468126388,0
1515915625468126421,0
1515915625468126439,0
1515915625468126532,0
1515915625468126623,0
1515915625468126838,0
1515915625468126932,0
1515915625468127093,0
1515915625468127096,0
1515915625468127152,1
1515915625468127170,0
1515915625468127261,0
1515915625468127269,0
1515915625468127389,0
1515915625468127607,0
1515915625468127644,0
1515915625468127659,0
1515915625468127696,0
1515915625468127758,0
1515915625468127812,0
1515915625468127851,0
1515915625468127917,0
1515915625468127926,0
1515915625468127977,0
1515915625468128091,0
1515915625468128148,0
1515915625468128229,0
1515915625468128295,0
1515915625468128386,0
1515915625468128628,0
1515915625468128668,0
1515915625468128737,0
1515915625468129124,0
1515915625468129183,0
1515915625468129360,1
1515915625468129393,0
1515915625468129405,0
1515915625468129511,0
1515915625468129573,0
1515915625468129591,0
1515915625468129748,0
1515915625468129767,0
1515915625468129842,0
1515915625468129874,0
1515915625468130024,0
1515915625468130093,0
1515915625468130104,0
1515915625468130156,0
1515915625468130379,0
1515915625468130396,0
1515915625468130494,0
1515915625468130496,0
1515915625468130566,0
1515915625468130678,0
1515915625468130679,0
1515915625468130758,0
1515915625468130800,0
1515915625468130822,0
1515915625468130910,0
1515915625468131016,0
1515915625468131280,0
1515915625468131296,0
1515915625468131436,0
1515915625468131451,0
1515915625468131452,0
1515915625468131478,0
1515915625468131499,0
1515915625468131532,0
1515915625468131574,0
1515915625468131575,0
1515915625468131644,0
1515915625468131688,0
1515915625468131884,0
1515915625468131945,0
1515915625468132079,0
1515915625468132176,0
1515915625468132223,0
1515915625468132310,0
1515915625468132339,0
1515915625468132456,0
1515915625468132516,0
1515915625468132626,0
1515915625468132641,0
1515915625468132719,0
1515915625468132813,0
1515915625468132818,0
1515915625468132876,0
1515915625468132888,0
1515915625468132889,0
1515915625468132945,0
1515915625468133012,0
1515915625468133019,0
1515915625468133192,0
1515915625468133306,0
1515915625468133405,0
1515915625468133406,0
1515915625468133486,0
1515915625468133517,0
1515915625468133629,0
1515915625468133758,0
1515915625468133768,0
1515915625468133838,0
1515915625468133879,0
1515915625468133918,0
1515915625468133952,0
1515915625468134026,0
1515915625468134089,0
1515915625468134101,0
1515915625468134177,0
1515915625468134190,0
1515915625468134415,0
1515915625468134435,0
1515915625468134654,0
1515915625468134669,0
1515915625468134680,0
1515915625468134748,0
1515915625468134822,0
1515915625468134864,0
1515915625468134901,0
1515915625468134944,0
1515915625468135053,0
1515915625468135074,0
1515915625468135203,0
1515915625468135438,0
1515915625468135452,0
1515915625468135519,0
1515915625468135586,0
1515915625468135612,0
1515915625468135623,0
1515915625468135733,0
1515915625468135854,0
1515915625468135894,0
1515915625468135984,0
1515915625468136049,0
1515915625468136100,0
1515915625468136159,0
1515915625468136265,0
1515915625468136370,0
1515915625468136373,0
1515915625468136705,0
1515915625468136789,0
1515915625468136905,0
1515915625468136933,0
1515915625468136987,0
1515915625468137021,0
1515915625468137066,0
1515915625468137071,0
1515915625468137303,1
1515915625468137509,0
1515915625468137646,0
1515915625468137964,0
1515915625468140300,0
1515915625468140408,0
1515915625468140735,0
1515915625468140742,0
1515915625468140779,0
1515915625468140824,0
1515915625468140920,0
1515915625468141126,0
1515915625468141155,0
1515915625468141166,0
1515915625468141247,0
1515915625468141267,0
1515915625468141281,0
1515915625468141317,0
1515915625468141353,0
1515915625468141406,0
1515915625468141444,0
1515915625468141555,0
1515915625468141744,0
1515915625468141760,0
1515915625468141944,0
1515915625468142032,0
1515915625468142036,0
1515915625468142101,0
1515915625468142145,0
1515915625468142168,0
1515915625468142175,0
1515915625468142313,0
1515915625468142408,0
1515915625468142513,0
1515915625468142516,0
1515915625468142754,0
1515915625468142854,0
1515915625468142858,0
1515915625468142907,0
1515915625468143026,0
1515915625468143060,0
1515915625468143294,0
1515915625468143304,0
1515915625468143313,0
1515915625468143440,0
1515915625468143469,0
1515915625468143473,0
1515915625468143500,0
1515915625468143505,0
1515915625468143544,0
1515915625468143554,0
1515915625468143632,0
1515915625468143654,0
1515915625468143680,0
1515915625468143732,0
1515915625468143948,0
1515915625468144035,1
1515915625468144105,0
1515915625468144107,0
1515915625468144244,0
1515915625468144271,0
1515915625468144306,0
1515915625468144434,0
1515915625468144435,0
1515915625468144548,0
1515915625468144578,0
1515915625468144586,0
1515915625468144734,0
1515915625468144819,0
1515915625468144823,0
1515915625468144856,0
1515915625468144878,0
1515915625468144887,0
1515915625468144915,0
1515915625468145112,0
1515915625468145158,0
1515915625468145186,0
1515915625468145197,0
1515915625468145366,0
1515915625468145616,0
1515915625468145641,0
1515915625468145654,0
1515915625468145818,0
1515915625468145847,0
1515915625468145884,0
1515915625468145985,0
1515915625468146089,0
1515915625468146158,0
1515915625468146246,0
1515915625468146404,0
1515915625468146410,0
1515915625468146443,0
1515915625468146523,0
1515915625468146646,0
1515915625468146698,0
1515915625468146739,0
1515915625468146802,0
1515915625468146805,0
1515915625468146869,0
1515915625468146888,0
1515915625468146935,0
1515915625468146950,0
1515915625468147121,0
1515915625468147242,0
1515915625468147378,0
1515915625468147608,0
1515915625468147677,0
1515915625468147794,0
1515915625468147912,0
1515915625468147989,0
1515915625468148029,0
1515915625468148134,0
1515915625468148175,0
1515915625468148180,0
1515915625468148242,0
1515915625468148420,0
1515915625468148511,0
1515915625468148618,0
1515915625468148737,0
1515915625468148939,0
1515915625468149013,0
1515915625468149029,0
1515915625468149047,0
1515915625468149071,0
1515915625468149174,0
1515915625468149303,0
1515915625468149587,0
1515915625468149700,0
1515915625468149749,0
1515915625468149811,0
1515915625468149822,0
1515915625468149862,0
1515915625468150092,0
1515915625468150114,0
1515915625468150303,0
1515915625468150453,0
1515915625468150492,0
1515915625468150536,0
1515915625468150551,0
1515915625468150604,0
1515915625468150679,0
1515915625468150783,0
1515915625468150801,0
1515915625468150919,0
1515915625468150975,0
1515915625468151004,0
1515915625468151066,0
1515915625468151097,0
1515915625468151145,0
1515915625468151190,0
1515915625468151225,0
1515915625468151401,0
1515915625468151447,0
1515915625468151487,0
1515915625468151572,0
1515915625468151782,0
1515915625468151803,0
1515915625468151905,0
1515915625468151995,0
1515915625468152086,0
1515915625468152100,0
1515915625468152102,0
1515915625468152124,0
1515915625468152181,0
1515915625468152290,0
1515915625468152307,1
1515915625468152386,0
1515915625468152402,0
1515915625468152438,0
1515915625468152721,0
1515915625468152842,0
1515915625468153307,0
1515915625468153335,0
1515915625468153444,0
1515915625468153512,0
1515915625468153794,0
1515915625468153808,0
1515915625468153994,1
1515915625468154033,0
1515915625468154046,0
1515915625468154073,0
1515915625468154074,0
1515915625468154107,0
1515915625468154172,0
1515915625468154195,0
1515915625468154215,0
1515915625468154239,0
1515915625468154248,0
1515915625468154257,0
1515915625468154310,0
1515915625468154388,0
1515915625468154395,0
1515915625468154435,0
1515915625468154564,0
1515915625468154660,0
1515915625468154693,0
1515915625468154780,0
1515915625468154785,0
1515915625468154832,0
1515915625468155117,0
1515915625468155151,0
1515915625468155240,0
1515915625468155331,0
1515915625468155413,0
1515915625468155506,0
1515915625468155672,0
1515915625468155772,0
1515915625468155862,0
1515915625468155959,0
1515915625468156045,0
1515915625468156111,0
1515915625468156280,0
1515915625468156332,0
1515915625468156341,0
1515915625468156387,0
1515915625468156395,0
1515915625468156452,0
1515915625468156505,0
1515915625468156569,0
1515915625468156816,0
1515915625468156867,0
1515915625468156893,0
1515915625468156940,0
1515915625468156943,0
1515915625468156969,0
1515915625468157016,0
1515915625468157103,0
1515915625468157180,1
1515915625468157317,0
1515915625468157349,1
1515915625468157390,0
1515915625468157438,0
1515915625468157459,0
1515915625468157473,0
1515915625468157687,0
1515915625468157689,0
1515915625468157804,0
1515915625468158336,0
1515915625468158363,0
1515915625468158365,0
1515915625468158454,0
1515915625468158552,0
1515915625468158569,0
1515915625468158570,0
1515915625468158574,0
1515915625468158639,0
1515915625468158647,0
1515915625468158705,0
1515915625468158743,0
1515915625468158840,0
1515915625468158861,0
1515915625468158910,0
1515915625468158985,0
1515915625468159035,0
1515915625468159040,0
1515915625468159055,0
1515915625468159186,0
1515915625468159229,0
1515915625468159289,0
1515915625468159298,0
1515915625468159402,0
1515915625468159420,0
1515915625468159433,0
1515915625468159589,0
1515915625468159767,0
1515915625468159783,1
1515915625468159850,0
1515915625468159856,1
1515915625468159950,0
1515915625468160012,0
1515915625468160023,0
1515915625468160060,0
1515915625468160082,0
1515915625468160123,0
1515915625468160282,0
1515915625468160588,0
1515915625468160596,0
1515915625468160759,0
1515915625468160761,0
1515915625468160852,1
1515915625468160866,0
1515915625468160882,0
1515915625468160912,0
1515915625468160992,0
1515915625468161033,0
1515915625468161155,0
1515915625468161187,0
1515915625468161198,0
1515915625468161200,0
1515915625468161280,0
1515915625468161312,0
1515915625468161462,0
1515915625468161662,0
1515915625468161672,0
1515915625468161685,0
1515915625468161724,0
1515915625468161848,0
1515915625468161951,0
1515915625468161957,0
1515915625468162228,0
1515915625468162479,0
1515915625468162558,0
1515915625468162588,0
1515915625468162804,0
1515915625468162806,0
1515915625468162841,0
1515915625468162961,0
1515915625468163091,1
1515915625468163097,0
1515915625468163220,0
1515915625468163254,0
1515915625468163281,0
1515915625468163321,0
1515915625468163343,0
1515915625468163362,0
1515915625468163472,0
1515915625468163624,0
1515915625468163688,0
1515915625468163863,0
1515915625468163875,0
1515915625468163985,0
1515915625468164175,0
1515915625468164274,0
1515915625468164366,0
1515915625468164391,0
1515915625468164393,0
1515915625468164399,0
1515915625468164603,0
1515915625468164635,0
1515915625468164724,0
1515915625468164921,0
1515915625468164994,0
1515915625468165087,0
1515915625468165131,0
1515915625468165244,0
1515915625468165406,0
1515915625468165587,0
1515915625468165639,0
1515915625468165653,0
1515915625468165746,0
1515915625468165839,0
1515915625468165858,0
1515915625468165892,0
1515915625468165971,0
1515915625468166125,0
1515915625468166235,0
1515915625468166283,0
1515915625468166286,0
1515915625468166322,0
1515915625468166338,0
1515915625468166394,0
1515915625468166403,0
1515915625468166559,0
1515915625468166630,0
1515915625468166718,0
1515915625468166728,0
1515915625468166792,0
1515915625468166813,0
1515915625468166830,0
1515915625468166939,0
1515915625468167145,0
1515915625468167150,0
1515915625468167273,0
1515915625468167279,0
1515915625468167337,0
1515915625468167397,0
1515915625468167405,0
1515915625468167420,0
1515915625468167646,0
1515915625468167728,0
1515915625468167750,0
1515915625468167966,0
1515915625468167978,0
1515915625468168144,0
1515915625468168205,0
1515915625468168207,0
1515915625468168213,0
1515915625468168246,0
1515915625468168267,0
1515915625468168299,0
1515915625468168358,0
1515915625468168448,0
1515915625468168960,0
1515915625468168967,0
1515915625468169039,0
1515915625468169108,0
1515915625468169136,0
1515915625468169284,0
1515915625468169365,0
1515915625468169394,0
1515915625468169443,0
1515915625468169486,0
1515915625468169492,0
1515915625468169523,0
1515915625468169557,0
1515915625468169594,0
1515915625468169711,0
1515915625468169713,0
1515915625468169829,0
1515915625468169869,0
1515915625468169971,0
1515915625468169984,0
1515915625468170215,0
1515915625468170249,0
1515915625468170270,0
1515915625468170399,0
1515915625468170456,0
1515915625468170467,0
1515915625468170612,0
1515915625468170683,0
1515915625468170802,0
1515915625468170944,0
1515915625468170987,0
1515915625468171232,0
1515915625468171322,0
1515915625468171349,0
1515915625468171428,0
1515915625468171443,0
1515915625468171501,0
1515915625468171586,0
1515915625468171589,0
1515915625468171618,0
1515915625468171638,0
1515915625468171676,0
